date,asset_name,price,volume,category
2017-02-15,NASDAQ 100 ETF,129.2899932861328,17891400,Equity
2017-02-16,NASDAQ 100 ETF,129.25,15098300,Equity
2017-02-17,NASDAQ 100 ETF,129.80999755859375,15563700,Equity
2017-02-21,NASDAQ 100 ETF,130.4499969482422,18479600,Equity
2017-02-22,NASDAQ 100 ETF,130.5,12110900,Equity
2017-02-23,NASDAQ 100 ETF,130.00999450683594,17489000,Equity
2017-02-24,NASDAQ 100 ETF,130.25999450683594,18624500,Equity
2017-02-27,NASDAQ 100 ETF,130.4199981689453,12008700,Equity
2017-02-28,NASDAQ 100 ETF,130.02000427246094,16598600,Equity
2017-03-01,NASDAQ 100 ETF,131.44000244140625,25813800,Equity
2017-03-02,NASDAQ 100 ETF,130.77999877929688,19951400,Equity
2017-03-03,NASDAQ 100 ETF,131.02000427246094,13722700,Equity
2017-03-06,NASDAQ 100 ETF,130.72999572753906,12026200,Equity
2017-03-07,NASDAQ 100 ETF,130.50999450683594,15500900,Equity
2017-03-08,NASDAQ 100 ETF,130.74000549316406,15776000,Equity
2017-03-09,NASDAQ 100 ETF,130.83999633789062,20855300,Equity
2017-03-10,NASDAQ 100 ETF,131.38999938964844,21922600,Equity
2017-03-13,NASDAQ 100 ETF,131.61000061035156,10731600,Equity
2017-03-14,NASDAQ 100 ETF,131.2899932861328,14019700,Equity
2017-03-15,NASDAQ 100 ETF,132.10000610351562,22709100,Equity
2017-03-16,NASDAQ 100 ETF,132.00999450683594,18457300,Equity
2017-03-17,NASDAQ 100 ETF,131.69000244140625,21234500,Equity
2017-03-20,NASDAQ 100 ETF,131.80999755859375,10105200,Equity
2017-03-21,NASDAQ 100 ETF,129.80999755859375,35841900,Equity
2017-03-22,NASDAQ 100 ETF,130.69000244140625,29177900,Equity
2017-03-23,NASDAQ 100 ETF,130.36000061035156,20311700,Equity
2017-03-24,NASDAQ 100 ETF,130.6300048828125,22967600,Equity
2017-03-27,NASDAQ 100 ETF,130.83999633789062,18472400,Equity
2017-03-28,NASDAQ 100 ETF,131.63999938964844,23721900,Equity
2017-03-29,NASDAQ 100 ETF,132.25,13710000,Equity
2017-03-30,NASDAQ 100 ETF,132.47000122070312,16092400,Equity
2017-03-31,NASDAQ 100 ETF,132.3800048828125,19841400,Equity
2017-04-03,NASDAQ 100 ETF,132.3000030517578,23700300,Equity
2017-04-04,NASDAQ 100 ETF,132.50999450683594,13400000,Equity
2017-04-05,NASDAQ 100 ETF,131.97000122070312,32011200,Equity
2017-04-06,NASDAQ 100 ETF,132.0399932861328,18832200,Equity
2017-04-07,NASDAQ 100 ETF,131.97000122070312,16743100,Equity
2017-04-10,NASDAQ 100 ETF,132.02000427246094,15619300,Equity
2017-04-11,NASDAQ 100 ETF,131.4499969482422,33778400,Equity
2017-04-12,NASDAQ 100 ETF,130.9199981689453,15955200,Equity
2017-04-13,NASDAQ 100 ETF,130.39999389648438,23683000,Equity
2017-04-17,NASDAQ 100 ETF,131.47999572753906,13325500,Equity
2017-04-18,NASDAQ 100 ETF,131.27999877929688,12841100,Equity
2017-04-19,NASDAQ 100 ETF,131.49000549316406,17764800,Equity
2017-04-20,NASDAQ 100 ETF,132.58999633789062,21977900,Equity
2017-04-21,NASDAQ 100 ETF,132.55999755859375,22454900,Equity
2017-04-24,NASDAQ 100 ETF,134.16000366210938,22469900,Equity
2017-04-25,NASDAQ 100 ETF,135.1300048828125,19384400,Equity
2017-04-26,NASDAQ 100 ETF,134.94000244140625,25398500,Equity
2017-04-27,NASDAQ 100 ETF,135.75,16136500,Equity
2017-04-28,NASDAQ 100 ETF,135.99000549316406,22771900,Equity
2017-05-01,NASDAQ 100 ETF,137.1999969482422,24815500,Equity
2017-05-02,NASDAQ 100 ETF,137.42999267578125,18345100,Equity
2017-05-03,NASDAQ 100 ETF,136.99000549316406,23827600,Equity
2017-05-04,NASDAQ 100 ETF,137.0399932861328,14630100,Equity
2017-05-05,NASDAQ 100 ETF,137.5399932861328,19330700,Equity
2017-05-08,NASDAQ 100 ETF,137.83999633789062,13279900,Equity
2017-05-09,NASDAQ 100 ETF,138.32000732421875,28426100,Equity
2017-05-10,NASDAQ 100 ETF,138.39999389648438,20499400,Equity
2017-05-11,NASDAQ 100 ETF,138.2899932861328,27232100,Equity
2017-05-12,NASDAQ 100 ETF,138.60000610351562,19738600,Equity
2017-05-15,NASDAQ 100 ETF,139.0399932861328,20481300,Equity
2017-05-16,NASDAQ 100 ETF,139.6199951171875,21786000,Equity
2017-05-17,NASDAQ 100 ETF,136.07000732421875,55642200,Equity
2017-05-18,NASDAQ 100 ETF,137.25999450683594,41319900,Equity
2017-05-19,NASDAQ 100 ETF,137.83999633789062,36730100,Equity
2017-05-22,NASDAQ 100 ETF,139.0,19509700,Equity
2017-05-23,NASDAQ 100 ETF,139.13999938964844,19687500,Equity
2017-05-24,NASDAQ 100 ETF,139.77999877929688,15891900,Equity
2017-05-25,NASDAQ 100 ETF,140.97000122070312,23928600,Equity
2017-05-26,NASDAQ 100 ETF,141.22000122070312,13851600,Equity
2017-05-30,NASDAQ 100 ETF,141.33999633789062,20306400,Equity
2017-05-31,NASDAQ 100 ETF,141.2899932861328,33229400,Equity
2017-06-01,NASDAQ 100 ETF,141.83999633789062,20120700,Equity
2017-06-02,NASDAQ 100 ETF,143.4600067138672,37222900,Equity
2017-06-05,NASDAQ 100 ETF,143.42999267578125,15727500,Equity
2017-06-06,NASDAQ 100 ETF,142.86000061035156,22393000,Equity
2017-06-07,NASDAQ 100 ETF,143.4199981689453,18842400,Equity
2017-06-08,NASDAQ 100 ETF,143.57000732421875,25417400,Equity
2017-06-09,NASDAQ 100 ETF,139.97999572753906,109783700,Equity
2017-06-12,NASDAQ 100 ETF,139.22999572753906,104454000,Equity
2017-06-13,NASDAQ 100 ETF,140.36000061035156,51193000,Equity
2017-06-14,NASDAQ 100 ETF,139.75,60093800,Equity
2017-06-15,NASDAQ 100 ETF,139.1300048828125,55145200,Equity
2017-06-16,NASDAQ 100 ETF,138.14999389648438,48087400,Equity
2017-06-19,NASDAQ 100 ETF,140.4600067138672,39626500,Equity
2017-06-20,NASDAQ 100 ETF,139.36000061035156,40935100,Equity
2017-06-21,NASDAQ 100 ETF,140.74000549316406,35743400,Equity
2017-06-22,NASDAQ 100 ETF,140.6999969482422,24099100,Equity
2017-06-23,NASDAQ 100 ETF,141.24000549316406,21654300,Equity
2017-06-26,NASDAQ 100 ETF,140.5800018310547,34411100,Equity
2017-06-27,NASDAQ 100 ETF,138.02999877929688,65957800,Equity
2017-06-28,NASDAQ 100 ETF,140.02000427246094,57427200,Equity
2017-06-29,NASDAQ 100 ETF,137.58999633789062,88769400,Equity
2017-06-30,NASDAQ 100 ETF,137.63999938964844,68898300,Equity
2017-07-03,NASDAQ 100 ETF,136.19000244140625,32797000,Equity
2017-07-05,NASDAQ 100 ETF,137.52999877929688,42116600,Equity
2017-07-06,NASDAQ 100 ETF,136.2899932861328,48430500,Equity
2017-07-07,NASDAQ 100 ETF,137.75999450683594,36970400,Equity
2017-07-10,NASDAQ 100 ETF,138.66000366210938,24853500,Equity
2017-07-11,NASDAQ 100 ETF,139.0500030517578,31517700,Equity
2017-07-12,NASDAQ 100 ETF,140.6999969482422,36045800,Equity
2017-07-13,NASDAQ 100 ETF,141.00999450683594,31073600,Equity
2017-07-14,NASDAQ 100 ETF,142.1199951171875,34544800,Equity
2017-07-17,NASDAQ 100 ETF,142.19000244140625,25343200,Equity
2017-07-18,NASDAQ 100 ETF,143.13999938964844,25748500,Equity
2017-07-19,NASDAQ 100 ETF,143.97999572753906,33752300,Equity
2017-07-20,NASDAQ 100 ETF,144.1699981689453,36139400,Equity
2017-07-21,NASDAQ 100 ETF,144.11000061035156,39697100,Equity
2017-07-24,NASDAQ 100 ETF,144.77000427246094,26712700,Equity
2017-07-25,NASDAQ 100 ETF,144.39999389648438,28120900,Equity
2017-07-26,NASDAQ 100 ETF,144.8699951171875,18610600,Equity
2017-07-27,NASDAQ 100 ETF,143.9600067138672,80665900,Equity
2017-07-28,NASDAQ 100 ETF,143.83999633789062,38013200,Equity
2017-07-31,NASDAQ 100 ETF,143.22999572753906,33848600,Equity
2017-08-01,NASDAQ 100 ETF,143.55999755859375,20149400,Equity
2017-08-02,NASDAQ 100 ETF,143.9499969482422,41769700,Equity
2017-08-03,NASDAQ 100 ETF,143.38999938964844,27112800,Equity
2017-08-04,NASDAQ 100 ETF,143.64999389648438,29472900,Equity
2017-08-07,NASDAQ 100 ETF,144.55999755859375,17933900,Equity
2017-08-08,NASDAQ 100 ETF,144.30999755859375,30810400,Equity
2017-08-09,NASDAQ 100 ETF,144.1199951171875,36169500,Equity
2017-08-10,NASDAQ 100 ETF,141.02999877929688,63331700,Equity
2017-08-11,NASDAQ 100 ETF,142.10000610351562,45862500,Equity
2017-08-14,NASDAQ 100 ETF,143.92999267578125,34161000,Equity
2017-08-15,NASDAQ 100 ETF,144.02999877929688,25509200,Equity
2017-08-16,NASDAQ 100 ETF,144.27999877929688,31913000,Equity
2017-08-17,NASDAQ 100 ETF,141.3300018310547,70191000,Equity
2017-08-18,NASDAQ 100 ETF,141.22999572753906,60751900,Equity
2017-08-21,NASDAQ 100 ETF,141.0500030517578,37111500,Equity
2017-08-22,NASDAQ 100 ETF,143.1999969482422,36294200,Equity
2017-08-23,NASDAQ 100 ETF,142.69000244140625,25702300,Equity
2017-08-24,NASDAQ 100 ETF,142.27000427246094,38160800,Equity
2017-08-25,NASDAQ 100 ETF,141.97000122070312,26380400,Equity
2017-08-28,NASDAQ 100 ETF,142.41000366210938,15362100,Equity
2017-08-29,NASDAQ 100 ETF,142.97000122070312,24498300,Equity
2017-08-30,NASDAQ 100 ETF,144.64999389648438,33642700,Equity
2017-08-31,NASDAQ 100 ETF,146.1999969482422,38480700,Equity
2017-09-01,NASDAQ 100 ETF,146.0,22293600,Equity
2017-09-05,NASDAQ 100 ETF,144.69000244140625,44794300,Equity
2017-09-06,NASDAQ 100 ETF,145.1300048828125,30722700,Equity
2017-09-07,NASDAQ 100 ETF,145.47000122070312,22721100,Equity
2017-09-08,NASDAQ 100 ETF,144.2100067138672,27890100,Equity
2017-09-11,NASDAQ 100 ETF,145.8699951171875,27126300,Equity
2017-09-12,NASDAQ 100 ETF,146.22000122070312,30256700,Equity
2017-09-13,NASDAQ 100 ETF,146.4199981689453,28450900,Equity
2017-09-14,NASDAQ 100 ETF,145.55999755859375,35296400,Equity
2017-09-15,NASDAQ 100 ETF,146.05999755859375,46422400,Equity
2017-09-18,NASDAQ 100 ETF,145.5500030517578,24858200,Equity
2017-09-19,NASDAQ 100 ETF,145.8000030517578,20871200,Equity
2017-09-20,NASDAQ 100 ETF,145.35000610351562,34236200,Equity
2017-09-21,NASDAQ 100 ETF,144.4600067138672,28841800,Equity
2017-09-22,NASDAQ 100 ETF,144.32000732421875,21702400,Equity
2017-09-25,NASDAQ 100 ETF,142.8000030517578,54947700,Equity
2017-09-26,NASDAQ 100 ETF,143.1699981689453,29628800,Equity
2017-09-27,NASDAQ 100 ETF,144.4600067138672,33249400,Equity
2017-09-28,NASDAQ 100 ETF,144.41000366210938,24149400,Equity
2017-09-29,NASDAQ 100 ETF,145.4499969482422,43102400,Equity
2017-10-02,NASDAQ 100 ETF,145.5800018310547,27351300,Equity
2017-10-03,NASDAQ 100 ETF,145.88999938964844,19715200,Equity
2017-10-04,NASDAQ 100 ETF,146.02999877929688,26381100,Equity
2017-10-05,NASDAQ 100 ETF,147.4600067138672,31562400,Equity
2017-10-06,NASDAQ 100 ETF,147.66000366210938,23561100,Equity
2017-10-09,NASDAQ 100 ETF,147.49000549316406,13704800,Equity
2017-10-10,NASDAQ 100 ETF,147.60000610351562,19223100,Equity
2017-10-11,NASDAQ 100 ETF,148.0399932861328,12439100,Equity
2017-10-12,NASDAQ 100 ETF,147.77000427246094,14513500,Equity
2017-10-13,NASDAQ 100 ETF,148.33999633789062,18409900,Equity
2017-10-16,NASDAQ 100 ETF,148.85000610351562,21809400,Equity
2017-10-17,NASDAQ 100 ETF,149.0399932861328,13138200,Equity
2017-10-18,NASDAQ 100 ETF,148.86000061035156,17218200,Equity
2017-10-19,NASDAQ 100 ETF,148.30999755859375,27680300,Equity
2017-10-20,NASDAQ 100 ETF,148.7100067138672,30173300,Equity
2017-10-23,NASDAQ 100 ETF,147.74000549316406,29297100,Equity
2017-10-24,NASDAQ 100 ETF,147.99000549316406,20289500,Equity
2017-10-25,NASDAQ 100 ETF,147.42999267578125,36179100,Equity
2017-10-26,NASDAQ 100 ETF,146.9600067138672,28230200,Equity
2017-10-27,NASDAQ 100 ETF,151.24000549316406,60165100,Equity
2017-10-30,NASDAQ 100 ETF,151.5800018310547,31733400,Equity
2017-10-31,NASDAQ 100 ETF,152.14999389648438,26319300,Equity
2017-11-01,NASDAQ 100 ETF,152.10000610351562,29481600,Equity
2017-11-02,NASDAQ 100 ETF,151.80999755859375,31017400,Equity
2017-11-03,NASDAQ 100 ETF,153.27000427246094,26199200,Equity
2017-11-06,NASDAQ 100 ETF,153.7899932861328,28693900,Equity
2017-11-07,NASDAQ 100 ETF,153.8800048828125,21333100,Equity
2017-11-08,NASDAQ 100 ETF,154.5,17373500,Equity
2017-11-09,NASDAQ 100 ETF,153.69000244140625,40594500,Equity
2017-11-10,NASDAQ 100 ETF,153.67999267578125,20150800,Equity
2017-11-13,NASDAQ 100 ETF,153.8699951171875,12522400,Equity
2017-11-14,NASDAQ 100 ETF,153.30999755859375,25173800,Equity
2017-11-15,NASDAQ 100 ETF,152.58999633789062,24808000,Equity
2017-11-16,NASDAQ 100 ETF,154.5399932861328,34790600,Equity
2017-11-17,NASDAQ 100 ETF,153.9499969482422,28725800,Equity
2017-11-20,NASDAQ 100 ETF,153.8300018310547,21143900,Equity
2017-11-21,NASDAQ 100 ETF,155.5,20147800,Equity
2017-11-22,NASDAQ 100 ETF,155.69000244140625,17299000,Equity
2017-11-24,NASDAQ 100 ETF,156.25999450683594,8280600,Equity
2017-11-27,NASDAQ 100 ETF,156.19000244140625,22653400,Equity
2017-11-28,NASDAQ 100 ETF,156.58999633789062,25227300,Equity
2017-11-29,NASDAQ 100 ETF,153.86000061035156,71986300,Equity
2017-11-30,NASDAQ 100 ETF,155.14999389648438,56595500,Equity
2017-12-01,NASDAQ 100 ETF,154.49000549316406,59015800,Equity
2017-12-04,NASDAQ 100 ETF,152.7100067138672,51319100,Equity
2017-12-05,NASDAQ 100 ETF,152.80999755859375,40604200,Equity
2017-12-06,NASDAQ 100 ETF,153.5,28647800,Equity
2017-12-07,NASDAQ 100 ETF,154.02000427246094,32666200,Equity
2017-12-08,NASDAQ 100 ETF,154.6999969482422,28081700,Equity
2017-12-11,NASDAQ 100 ETF,155.89999389648438,20821500,Equity
2017-12-12,NASDAQ 100 ETF,155.69000244140625,20310300,Equity
2017-12-13,NASDAQ 100 ETF,155.99000549316406,24418500,Equity
2017-12-14,NASDAQ 100 ETF,155.8800048828125,24594700,Equity
2017-12-15,NASDAQ 100 ETF,157.64999389648438,49816200,Equity
2017-12-18,NASDAQ 100 ETF,158.63999938964844,26844500,Equity
2017-12-19,NASDAQ 100 ETF,157.6999969482422,31415000,Equity
2017-12-20,NASDAQ 100 ETF,157.52999877929688,38972600,Equity
2017-12-21,NASDAQ 100 ETF,157.5500030517578,18638700,Equity
2017-12-22,NASDAQ 100 ETF,157.3699951171875,23330400,Equity
2017-12-26,NASDAQ 100 ETF,156.52000427246094,21918700,Equity
2017-12-27,NASDAQ 100 ETF,156.5399932861328,22388200,Equity
2017-12-28,NASDAQ 100 ETF,156.72999572753906,25393800,Equity
2017-12-29,NASDAQ 100 ETF,155.75999450683594,33186000,Equity
2018-01-02,NASDAQ 100 ETF,158.49000549316406,32573300,Equity
2018-01-03,NASDAQ 100 ETF,160.02999877929688,29383600,Equity
2018-01-04,NASDAQ 100 ETF,160.30999755859375,24776100,Equity
2018-01-05,NASDAQ 100 ETF,161.9199981689453,26992300,Equity
2018-01-08,NASDAQ 100 ETF,162.5500030517578,23159100,Equity
2018-01-09,NASDAQ 100 ETF,162.55999755859375,24782400,Equity
2018-01-10,NASDAQ 100 ETF,162.17999267578125,34004000,Equity
2018-01-11,NASDAQ 100 ETF,163.2899932861328,20473500,Equity
2018-01-12,NASDAQ 100 ETF,164.49000549316406,37762700,Equity
2018-01-16,NASDAQ 100 ETF,164.02000427246094,41231800,Equity
2018-01-17,NASDAQ 100 ETF,165.7899932861328,33849900,Equity
2018-01-18,NASDAQ 100 ETF,165.82000732421875,26432200,Equity
2018-01-19,NASDAQ 100 ETF,166.33999633789062,38937600,Equity
2018-01-22,NASDAQ 100 ETF,168.1199951171875,26081400,Equity
2018-01-23,NASDAQ 100 ETF,169.50999450683594,37989700,Equity
2018-01-24,NASDAQ 100 ETF,168.41000366210938,54287400,Equity
2018-01-25,NASDAQ 100 ETF,168.35000610351562,28925000,Equity
2018-01-26,NASDAQ 100 ETF,170.92999267578125,32038200,Equity
2018-01-29,NASDAQ 100 ETF,170.10000610351562,37277800,Equity
2018-01-30,NASDAQ 100 ETF,168.6999969482422,44987700,Equity
2018-01-31,NASDAQ 100 ETF,169.39999389648438,42449200,Equity
2018-02-01,NASDAQ 100 ETF,167.9600067138672,38037900,Equity
2018-02-02,NASDAQ 100 ETF,164.61000061035156,68478100,Equity
2018-02-05,NASDAQ 100 ETF,158.1199951171875,105372200,Equity
2018-02-06,NASDAQ 100 ETF,162.30999755859375,118537900,Equity
2018-02-07,NASDAQ 100 ETF,160.2100067138672,91028300,Equity
2018-02-08,NASDAQ 100 ETF,153.4499969482422,94184800,Equity
2018-02-09,NASDAQ 100 ETF,156.10000610351562,113836600,Equity
2018-02-12,NASDAQ 100 ETF,158.8699951171875,63050600,Equity
2018-02-13,NASDAQ 100 ETF,159.69000244140625,31785600,Equity
2018-02-14,NASDAQ 100 ETF,162.67999267578125,52107400,Equity
2018-02-15,NASDAQ 100 ETF,165.6999969482422,51633900,Equity
2018-02-16,NASDAQ 100 ETF,164.9600067138672,62256300,Equity
2018-02-20,NASDAQ 100 ETF,165.2899932861328,36785600,Equity
2018-02-21,NASDAQ 100 ETF,164.82000732421875,41161800,Equity
2018-02-22,NASDAQ 100 ETF,164.8000030517578,37074400,Equity
2018-02-23,NASDAQ 100 ETF,168.1699981689453,50096900,Equity
2018-02-26,NASDAQ 100 ETF,170.39999389648438,39266700,Equity
2018-02-27,NASDAQ 100 ETF,168.2899932861328,42209900,Equity
2018-02-28,NASDAQ 100 ETF,167.2100067138672,42936300,Equity
2018-03-01,NASDAQ 100 ETF,164.47999572753906,76809900,Equity
2018-03-02,NASDAQ 100 ETF,165.99000549316406,57445100,Equity
2018-03-05,NASDAQ 100 ETF,167.8300018310547,38540200,Equity
2018-03-06,NASDAQ 100 ETF,168.5399932861328,29480900,Equity
2018-03-07,NASDAQ 100 ETF,168.92999267578125,34609400,Equity
2018-03-08,NASDAQ 100 ETF,169.86000061035156,25828400,Equity
2018-03-09,NASDAQ 100 ETF,173.16000366210938,38310500,Equity
2018-03-12,NASDAQ 100 ETF,174.0800018310547,37635000,Equity
2018-03-13,NASDAQ 100 ETF,171.7100067138672,55638900,Equity
2018-03-14,NASDAQ 100 ETF,171.67999267578125,40536400,Equity
2018-03-15,NASDAQ 100 ETF,171.52999877929688,28810400,Equity
2018-03-16,NASDAQ 100 ETF,171.02000427246094,31176700,Equity
2018-03-19,NASDAQ 100 ETF,167.10000610351562,71395100,Equity
2018-03-20,NASDAQ 100 ETF,167.64999389648438,34075700,Equity
2018-03-21,NASDAQ 100 ETF,166.9199981689453,43863500,Equity
2018-03-22,NASDAQ 100 ETF,162.8000030517578,66607300,Equity
2018-03-23,NASDAQ 100 ETF,158.50999450683594,80110400,Equity
2018-03-26,NASDAQ 100 ETF,164.39999389648438,57481500,Equity
2018-03-27,NASDAQ 100 ETF,159.0800018310547,78889100,Equity
2018-03-28,NASDAQ 100 ETF,157.25,89369700,Equity
2018-03-29,NASDAQ 100 ETF,160.1300048828125,68692600,Equity
2018-04-02,NASDAQ 100 ETF,155.50999450683594,85549400,Equity
2018-04-03,NASDAQ 100 ETF,157.25999450683594,64090000,Equity
2018-04-04,NASDAQ 100 ETF,159.74000549316406,65768700,Equity
2018-04-05,NASDAQ 100 ETF,160.64999389648438,43054900,Equity
2018-04-06,NASDAQ 100 ETF,156.6300048828125,59870900,Equity
2018-04-09,NASDAQ 100 ETF,157.72999572753906,41810400,Equity
2018-04-10,NASDAQ 100 ETF,161.2100067138672,48296800,Equity
2018-04-11,NASDAQ 100 ETF,160.27999877929688,41622100,Equity
2018-04-12,NASDAQ 100 ETF,162.2100067138672,30467900,Equity
2018-04-13,NASDAQ 100 ETF,161.3699951171875,44604900,Equity
2018-04-16,NASDAQ 100 ETF,162.60000610351562,28180800,Equity
2018-04-17,NASDAQ 100 ETF,166.10000610351562,35536100,Equity
2018-04-18,NASDAQ 100 ETF,166.44000244140625,29573900,Equity
2018-04-19,NASDAQ 100 ETF,164.91000366210938,34705700,Equity
2018-04-20,NASDAQ 100 ETF,162.3000030517578,49197100,Equity
2018-04-23,NASDAQ 100 ETF,161.88999938964844,33040600,Equity
2018-04-24,NASDAQ 100 ETF,158.4600067138672,70256800,Equity
2018-04-25,NASDAQ 100 ETF,158.64999389648438,52089300,Equity
2018-04-26,NASDAQ 100 ETF,161.99000549316406,43005500,Equity
2018-04-27,NASDAQ 100 ETF,162.08999633789062,51043400,Equity
2018-04-30,NASDAQ 100 ETF,160.94000244140625,35615300,Equity
2018-05-01,NASDAQ 100 ETF,162.77999877929688,36513500,Equity
2018-05-02,NASDAQ 100 ETF,161.82000732421875,38646800,Equity
2018-05-03,NASDAQ 100 ETF,161.8000030517578,60337100,Equity
2018-05-04,NASDAQ 100 ETF,164.8699951171875,41543200,Equity
2018-05-07,NASDAQ 100 ETF,166.24000549316406,32500200,Equity
2018-05-08,NASDAQ 100 ETF,166.07000732421875,26040200,Equity
2018-05-09,NASDAQ 100 ETF,167.8800048828125,29122700,Equity
2018-05-10,NASDAQ 100 ETF,169.6199951171875,27067600,Equity
2018-05-11,NASDAQ 100 ETF,169.4600067138672,24688800,Equity
2018-05-14,NASDAQ 100 ETF,169.75,21821700,Equity
2018-05-15,NASDAQ 100 ETF,167.8699951171875,49361600,Equity
2018-05-16,NASDAQ 100 ETF,168.97999572753906,22941200,Equity
2018-05-17,NASDAQ 100 ETF,168.3300018310547,27480200,Equity
2018-05-18,NASDAQ 100 ETF,167.4600067138672,26217900,Equity
2018-05-21,NASDAQ 100 ETF,168.39999389648438,22954600,Equity
2018-05-22,NASDAQ 100 ETF,168.17999267578125,19477700,Equity
2018-05-23,NASDAQ 100 ETF,169.60000610351562,26557800,Equity
2018-05-24,NASDAQ 100 ETF,169.5500030517578,27696500,Equity
2018-05-25,NASDAQ 100 ETF,169.72000122070312,27460500,Equity
2018-05-29,NASDAQ 100 ETF,168.97000122070312,41220500,Equity
2018-05-30,NASDAQ 100 ETF,170.17999267578125,22665800,Equity
2018-05-31,NASDAQ 100 ETF,170.07000732421875,35670900,Equity
2018-06-01,NASDAQ 100 ETF,172.74000549316406,45543300,Equity
2018-06-04,NASDAQ 100 ETF,174.3000030517578,20459600,Equity
2018-06-05,NASDAQ 100 ETF,174.83999633789062,24779300,Equity
2018-06-06,NASDAQ 100 ETF,175.86000061035156,25036600,Equity
2018-06-07,NASDAQ 100 ETF,174.42999267578125,39600300,Equity
2018-06-08,NASDAQ 100 ETF,174.44000244140625,31780300,Equity
2018-06-11,NASDAQ 100 ETF,174.91000366210938,22319700,Equity
2018-06-12,NASDAQ 100 ETF,175.8300018310547,22511800,Equity
2018-06-13,NASDAQ 100 ETF,175.82000732421875,37858600,Equity
2018-06-14,NASDAQ 100 ETF,177.60000610351562,35916000,Equity
2018-06-15,NASDAQ 100 ETF,176.97999572753906,49615700,Equity
2018-06-18,NASDAQ 100 ETF,176.5,31633200,Equity
2018-06-19,NASDAQ 100 ETF,176.0,38236000,Equity
2018-06-20,NASDAQ 100 ETF,177.25,33038000,Equity
2018-06-21,NASDAQ 100 ETF,175.7100067138672,43469400,Equity
2018-06-22,NASDAQ 100 ETF,175.32000732421875,30073200,Equity
2018-06-25,NASDAQ 100 ETF,171.3699951171875,77799700,Equity
2018-06-26,NASDAQ 100 ETF,172.07000732421875,39008100,Equity
2018-06-27,NASDAQ 100 ETF,169.72999572753906,52843500,Equity
2018-06-28,NASDAQ 100 ETF,171.19000244140625,46407700,Equity
2018-06-29,NASDAQ 100 ETF,171.64999389648438,36408500,Equity
2018-07-02,NASDAQ 100 ETF,172.8000030517578,31770000,Equity
2018-07-03,NASDAQ 100 ETF,170.8000030517578,25512700,Equity
2018-07-05,NASDAQ 100 ETF,172.9199981689453,31626200,Equity
2018-07-06,NASDAQ 100 ETF,175.61000061035156,37005600,Equity
2018-07-09,NASDAQ 100 ETF,177.19000244140625,27362100,Equity
2018-07-10,NASDAQ 100 ETF,177.32000732421875,23902500,Equity
2018-07-11,NASDAQ 100 ETF,176.4199981689453,30280600,Equity
2018-07-12,NASDAQ 100 ETF,179.4600067138672,27930100,Equity
2018-07-13,NASDAQ 100 ETF,179.61000061035156,28049800,Equity
2018-07-16,NASDAQ 100 ETF,179.17999267578125,21405300,Equity
2018-07-17,NASDAQ 100 ETF,180.27000427246094,31034100,Equity
2018-07-18,NASDAQ 100 ETF,179.92999267578125,23220800,Equity
2018-07-19,NASDAQ 100 ETF,179.02999877929688,31094100,Equity
2018-07-20,NASDAQ 100 ETF,178.99000549316406,35897300,Equity
2018-07-23,NASDAQ 100 ETF,179.55999755859375,22184700,Equity
2018-07-24,NASDAQ 100 ETF,180.3000030517578,36900300,Equity
2018-07-25,NASDAQ 100 ETF,182.82000732421875,35026600,Equity
2018-07-26,NASDAQ 100 ETF,180.0500030517578,40873500,Equity
2018-07-27,NASDAQ 100 ETF,177.6199951171875,59456100,Equity
2018-07-30,NASDAQ 100 ETF,175.11000061035156,60193000,Equity
2018-07-31,NASDAQ 100 ETF,176.4499969482422,47285100,Equity
2018-08-01,NASDAQ 100 ETF,177.1199951171875,37101900,Equity
2018-08-02,NASDAQ 100 ETF,179.52999877929688,47178200,Equity
2018-08-03,NASDAQ 100 ETF,180.0800018310547,28934400,Equity
2018-08-06,NASDAQ 100 ETF,181.13999938964844,24808800,Equity
2018-08-07,NASDAQ 100 ETF,181.8000030517578,29895700,Equity
2018-08-08,NASDAQ 100 ETF,182.02000427246094,22680700,Equity
2018-08-09,NASDAQ 100 ETF,181.91000366210938,18852900,Equity
2018-08-10,NASDAQ 100 ETF,180.52000427246094,33818500,Equity
2018-08-13,NASDAQ 100 ETF,180.32000732421875,26089200,Equity
2018-08-14,NASDAQ 100 ETF,181.4499969482422,20913000,Equity
2018-08-15,NASDAQ 100 ETF,179.22999572753906,58528000,Equity
2018-08-16,NASDAQ 100 ETF,179.82000732421875,27711800,Equity
2018-08-17,NASDAQ 100 ETF,179.86000061035156,36092600,Equity
2018-08-20,NASDAQ 100 ETF,179.6999969482422,24939000,Equity
2018-08-21,NASDAQ 100 ETF,180.36000061035156,26258700,Equity
2018-08-22,NASDAQ 100 ETF,181.05999755859375,18042400,Equity
2018-08-23,NASDAQ 100 ETF,180.8000030517578,25776200,Equity
2018-08-24,NASDAQ 100 ETF,182.47999572753906,23136100,Equity
2018-08-27,NASDAQ 100 ETF,184.33999633789062,29343600,Equity
2018-08-28,NASDAQ 100 ETF,184.61000061035156,20277000,Equity
2018-08-29,NASDAQ 100 ETF,186.74000549316406,29175600,Equity
2018-08-30,NASDAQ 100 ETF,186.41000366210938,29315500,Equity
2018-08-31,NASDAQ 100 ETF,186.64999389648438,28653200,Equity
